,date,open,high,low,close,volume,vwap,Date_Time
0,2013-09-01 18:18:58.662,1640.25,1642.0,1639.0,1641.25,21722.0,1640.667272810975,2013-09-01 18:18:58.662
1,2013-09-01 21:42:07.388,1641.25,1643.5,1639.75,1640.75,21706.0,1641.8301160969318,2013-09-01 21:42:07.388
2,2013-09-02 02:05:25.233,1640.75,1644.5,1640.5,1644.5,21652.0,1643.1499053205246,2013-09-02 02:05:25.233
3,2013-09-02 03:01:56.174,1644.5,1646.0,1642.75,1645.0,21709.0,1644.55685430006,2013-09-02 03:01:56.174
4,2013-09-02 04:32:44.340,1645.0,1647.25,1644.25,1645.5,21646.0,1646.0122539961194,2013-09-02 04:32:44.340
5,2013-09-02 06:40:19.881,1645.5,1648.0,1645.25,1648.0,21595.0,1646.641548969669,2013-09-02 06:40:19.881
6,2013-09-02 08:06:34.076,1648.0,1648.5,1646.0,1646.5,21644.0,1647.4932544816115,2013-09-02 08:06:34.076
7,2013-09-02 09:47:06.346,1646.75,1647.75,1645.25,1647.5,21688.0,1646.3715072851346,2013-09-02 09:47:06.346
8,2013-09-02 18:20:34.569,1647.5,1648.5,1645.25,1646.0,21622.0,1647.4189367311071,2013-09-02 18:20:34.569
9,2013-09-02 23:27:36.674,1646.0,1648.25,1645.25,1647.75,21648.0,1647.0434335735404,2013-09-02 23:27:36.674
10,2013-09-03 02:11:44.322,1647.75,1649.0,1646.25,1647.0,21629.0,1647.826390494244,2013-09-03 02:11:44.322
11,2013-09-03 03:06:27.897,1647.0,1648.5,1646.5,1648.0,21632.0,1647.5457655325445,2013-09-03 03:06:27.897
12,2013-09-03 03:54:22.638,1648.0,1648.5,1643.5,1643.75,21639.0,1646.4989948703728,2013-09-03 03:54:22.638
13,2013-09-03 04:00:00.611,1643.75,1644.5,1642.5,1643.25,21629.0,1643.3132252993666,2013-09-03 04:00:00.611
14,2013-09-03 04:09:53.061,1643.25,1646.75,1642.25,1643.5,21717.0,1644.297612469494,2013-09-03 04:09:53.061
15,2013-09-03 04:48:07.423,1643.5,1645.5,1642.25,1644.0,21699.0,1643.9781556753767,2013-09-03 04:48:07.423
16,2013-09-03 06:05:01.276,1644.0,1647.0,1642.75,1645.25,21644.0,1645.2755729070411,2013-09-03 06:05:01.276
17,2013-09-03 06:53:53.799,1645.25,1647.0,1642.5,1644.0,21590.0,1644.5123668364984,2013-09-03 06:53:53.799
18,2013-09-03 07:37:17.167,1644.0,1646.25,1643.5,1646.0,21732.0,1644.6925156451316,2013-09-03 07:37:17.167
19,2013-09-03 08:16:14.497,1646.0,1647.0,1645.5,1646.0,21685.0,1646.2294904311736,2013-09-03 08:16:14.497
20,2013-09-03 08:30:04.921,1646.0,1647.0,1645.5,1647.0,21590.0,1646.2749536822603,2013-09-03 08:30:04.921
21,2013-09-03 08:31:19.100,1647.0,1648.75,1646.25,1648.75,21689.0,1647.6357831158653,2013-09-03 08:31:19.100
22,2013-09-03 08:32:04.887,1648.75,1649.25,1647.75,1647.75,21604.0,1648.457588872431,2013-09-03 08:32:04.887
23,2013-09-03 08:33:54.061,1647.75,1649.0,1647.5,1649.0,21618.0,1648.5068461467297,2013-09-03 08:33:54.061
24,2013-09-03 08:35:17.772,1649.0,1649.5,1647.75,1649.5,21583.0,1648.6860723717741,2013-09-03 08:35:17.772
25,2013-09-03 08:37:17.395,1649.5,1650.0,1648.5,1648.75,21655.0,1649.2896559685985,2013-09-03 08:37:17.395
26,2013-09-03 08:40:20.229,1648.75,1649.75,1648.25,1649.5,21617.0,1648.828734329463,2013-09-03 08:40:20.229
27,2013-09-03 08:43:12.435,1649.5,1649.75,1647.5,1648.25,21618.0,1648.4148394856138,2013-09-03 08:43:12.435
28,2013-09-03 08:47:04.711,1648.25,1648.5,1647.25,1647.5,21631.0,1647.7854814849059,2013-09-03 08:47:04.711
29,2013-09-03 08:51:21.780,1647.5,1648.0,1646.75,1647.5,21632.0,1647.3713248890533,2013-09-03 08:51:21.780
30,2013-09-03 08:55:36.984,1647.5,1647.75,1646.25,1647.5,21642.0,1646.877633767674,2013-09-03 08:55:36.984
31,2013-09-03 09:01:00.053,1647.5,1648.0,1645.5,1645.75,21497.0,1646.950469833,2013-09-03 09:01:00.053
32,2013-09-03 09:02:47.746,1645.75,1646.25,1644.25,1645.5,21801.0,1645.2977959726618,2013-09-03 09:02:47.746
33,2013-09-03 09:06:21.906,1645.5,1647.25,1645.0,1647.25,21649.0,1646.2662247678877,2013-09-03 09:06:21.906
34,2013-09-03 09:10:24.571,1647.25,1647.5,1645.5,1647.25,21596.0,1646.6108885904798,2013-09-03 09:10:24.571
35,2013-09-03 09:13:20.545,1647.25,1648.75,1647.0,1648.0,21678.0,1647.7976174001292,2013-09-03 09:13:20.545
36,2013-09-03 09:17:17.403,1648.0,1648.5,1645.5,1645.75,21629.0,1647.0730731887743,2013-09-03 09:17:17.403
37,2013-09-03 09:21:26.606,1645.75,1646.25,1644.0,1644.5,21654.0,1645.2064514639328,2013-09-03 09:21:26.606
38,2013-09-03 09:26:00.025,1644.5,1645.25,1643.75,1645.0,21675.0,1644.4937946943483,2013-09-03 09:26:00.025
39,2013-09-03 09:30:32.393,1645.0,1645.75,1644.5,1645.0,21653.0,1645.1233778229346,2013-09-03 09:30:32.393
40,2013-09-03 09:37:00.746,1645.0,1646.5,1644.75,1646.0,21626.0,1645.8759132525663,2013-09-03 09:37:00.746
41,2013-09-03 09:44:58.425,1646.0,1647.0,1645.75,1646.75,21695.0,1646.3906890988708,2013-09-03 09:44:58.425
42,2013-09-03 09:50:20.114,1646.75,1647.75,1646.5,1646.5,21610.0,1647.1117769551133,2013-09-03 09:50:20.114
43,2013-09-03 09:57:05.274,1646.5,1646.5,1644.75,1644.75,21685.0,1645.7756513719162,2013-09-03 09:57:05.274
44,2013-09-03 10:01:33.997,1644.75,1646.0,1644.5,1645.5,21662.0,1645.2016780537347,2013-09-03 10:01:33.997
45,2013-09-03 10:11:46.352,1645.5,1646.5,1644.75,1646.25,21655.0,1645.6517432463634,2013-09-03 10:11:46.352
46,2013-09-03 10:18:05.029,1646.25,1646.75,1644.0,1644.75,21657.0,1645.391270720783,2013-09-03 10:18:05.029
47,2013-09-03 10:20:23.866,1644.75,1645.25,1642.5,1643.0,21674.0,1643.605529666882,2013-09-03 10:20:23.866
48,2013-09-03 10:23:01.021,1643.0,1643.25,1641.5,1641.75,21691.0,1642.441738509059,2013-09-03 10:23:01.021
49,2013-09-03 10:24:27.098,1641.5,1642.0,1640.0,1640.5,21737.0,1640.819857846069,2013-09-03 10:24:27.098
50,2013-09-03 10:27:02.307,1640.5,1641.5,1640.25,1640.75,21724.0,1640.8447454428283,2013-09-03 10:27:02.307
51,2013-09-03 10:28:19.557,1640.75,1640.75,1638.5,1639.0,21736.0,1639.455776131763,2013-09-03 10:28:19.557
52,2013-09-03 10:30:16.756,1639.0,1639.5,1637.25,1637.5,21717.0,1638.4414053506468,2013-09-03 10:30:16.756
53,2013-09-03 10:32:30.796,1637.5,1639.5,1637.25,1639.0,21786.0,1638.5083080877628,2013-09-03 10:32:30.796
54,2013-09-03 10:35:55.891,1639.0,1639.5,1638.25,1638.5,21738.0,1638.9228769896035,2013-09-03 10:35:55.891
55,2013-09-03 10:39:53.578,1638.5,1639.25,1637.5,1639.0,21761.0,1638.4099650751343,2013-09-03 10:39:53.578
56,2013-09-03 10:45:22.295,1639.0,1640.0,1637.5,1637.75,21729.0,1638.9267453633393,2013-09-03 10:45:22.295
57,2013-09-03 10:48:37.480,1637.75,1638.5,1636.25,1637.25,21732.0,1637.1296705319344,2013-09-03 10:48:37.480
58,2013-09-03 10:53:37.121,1637.25,1639.0,1637.25,1639.0,21805.0,1638.1848429259344,2013-09-03 10:53:37.121
59,2013-09-03 11:00:38.880,1639.0,1639.25,1637.25,1637.5,21391.0,1637.9769996727596,2013-09-03 11:00:38.880
60,2013-09-03 11:06:30.244,1637.5,1638.75,1637.25,1638.5,22129.0,1637.8868679108862,2013-09-03 11:06:30.244
61,2013-09-03 11:14:31.899,1638.5,1639.5,1638.0,1638.25,21741.0,1638.9774504392622,2013-09-03 11:14:31.899
62,2013-09-03 11:21:13.311,1638.25,1638.25,1636.25,1637.0,21772.0,1637.2033460407863,2013-09-03 11:21:13.311
63,2013-09-03 11:29:14.236,1637.0,1638.25,1636.25,1637.0,21764.0,1637.5361376585186,2013-09-03 11:29:14.236
64,2013-09-03 11:36:37.563,1637.0,1638.25,1636.5,1636.75,21760.0,1637.5064682904413,2013-09-03 11:36:37.563
65,2013-09-03 11:43:19.680,1636.75,1637.75,1635.5,1636.5,21780.0,1636.5947084481174,2013-09-03 11:43:19.680
66,2013-09-03 11:47:21.299,1636.5,1636.75,1634.25,1634.5,21524.0,1635.43026389147,2013-09-03 11:47:21.299
67,2013-09-03 11:51:07.021,1634.5,1635.0,1633.75,1634.5,22073.0,1634.478503148643,2013-09-03 11:51:07.021
68,2013-09-03 11:59:48.362,1634.5,1635.25,1633.25,1634.0,21791.0,1634.5386856959294,2013-09-03 11:59:48.362
69,2013-09-03 12:04:36.875,1634.0,1634.0,1632.5,1633.0,21829.0,1633.0677539053552,2013-09-03 12:04:36.875
70,2013-09-03 12:10:09.396,1633.0,1634.5,1632.0,1634.25,21831.0,1633.0031949979386,2013-09-03 12:10:09.396
71,2013-09-03 12:16:30.696,1634.25,1635.5,1634.0,1634.25,21713.0,1634.7862916225304,2013-09-03 12:16:30.696
72,2013-09-03 12:22:14.686,1634.25,1634.5,1632.25,1632.75,21906.0,1633.277812014973,2013-09-03 12:22:14.686
73,2013-09-03 12:32:21.515,1632.75,1635.0,1632.5,1634.0,21813.0,1633.9752670425894,2013-09-03 12:32:21.515
74,2013-09-03 12:45:50.174,1634.0,1635.5,1633.75,1633.75,21801.0,1634.7239346818953,2013-09-03 12:45:50.174
75,2013-09-03 12:50:46.802,1633.75,1633.75,1631.5,1632.5,21825.0,1632.7040435280642,2013-09-03 12:50:46.802
76,2013-09-03 12:58:35.356,1632.5,1633.75,1632.25,1632.5,21822.0,1633.0763564292915,2013-09-03 12:58:35.356
77,2013-09-03 13:06:49.555,1632.5,1634.25,1631.5,1633.5,21824.0,1633.092008797654,2013-09-03 13:06:49.555
78,2013-09-03 13:13:48.380,1633.5,1635.5,1633.0,1634.75,21806.0,1634.4864486838485,2013-09-03 13:13:48.380
79,2013-09-03 13:22:37.692,1634.75,1635.25,1632.0,1632.0,21807.0,1634.120385655982,2013-09-03 13:22:37.692
80,2013-09-03 13:28:44.621,1632.0,1633.25,1631.5,1631.5,21684.0,1632.5576346615017,2013-09-03 13:28:44.621
81,2013-09-03 13:32:35.195,1631.5,1634.5,1631.25,1634.0,21966.0,1633.2886278794501,2013-09-03 13:32:35.195
82,2013-09-03 13:39:13.330,1634.0,1634.75,1632.5,1633.75,21820.0,1633.5654789184234,2013-09-03 13:39:13.330
83,2013-09-03 13:46:28.736,1633.75,1634.0,1631.5,1631.75,21795.0,1632.8010323468686,2013-09-03 13:46:28.736
84,2013-09-03 13:51:49.860,1631.75,1633.75,1630.75,1631.5,21864.0,1632.266922795463,2013-09-03 13:51:49.860
85,2013-09-03 13:56:18.756,1631.25,1634.75,1631.25,1634.0,21795.0,1633.467182840101,2013-09-03 13:56:18.756
86,2013-09-03 14:02:40.160,1634.0,1635.25,1633.75,1634.5,21827.0,1634.6397924588812,2013-09-03 14:02:40.160
87,2013-09-03 14:05:51.245,1634.75,1637.0,1634.5,1636.5,21784.0,1635.9899008446566,2013-09-03 14:05:51.245
88,2013-09-03 14:08:14.619,1636.5,1638.25,1636.5,1638.0,21768.0,1637.1750505328923,2013-09-03 14:08:14.619
89,2013-09-03 14:10:55.602,1638.0,1638.5,1637.25,1637.5,21758.0,1638.0380779483407,2013-09-03 14:10:55.602
90,2013-09-03 14:16:22.640,1637.5,1639.0,1637.25,1638.75,21754.0,1638.1322975085043,2013-09-03 14:16:22.640
91,2013-09-03 14:23:03.663,1638.75,1638.75,1637.0,1637.5,21762.0,1637.8137923904053,2013-09-03 14:23:03.663
92,2013-09-03 14:30:19.879,1637.5,1637.75,1636.5,1637.75,21773.0,1636.834726496119,2013-09-03 14:30:19.879
93,2013-09-03 14:37:29.795,1637.75,1638.25,1636.75,1637.25,21761.0,1637.6323238821744,2013-09-03 14:37:29.795
94,2013-09-03 14:42:45.957,1637.25,1638.5,1637.0,1638.25,21760.0,1637.8602251838236,2013-09-03 14:42:45.957
95,2013-09-03 14:46:32.413,1638.25,1639.5,1638.0,1638.75,21703.0,1638.7005367921486,2013-09-03 14:46:32.413
96,2013-09-03 14:48:57.810,1638.75,1639.0,1635.75,1636.0,21813.0,1637.1973364507403,2013-09-03 14:48:57.810
97,2013-09-03 14:53:19.877,1636.0,1636.75,1635.0,1636.25,21786.0,1635.9028848801984,2013-09-03 14:53:19.877
98,2013-09-03 14:57:04.375,1636.25,1637.25,1636.0,1636.25,21779.0,1636.4349832407365,2013-09-03 14:57:04.375
99,2013-09-03 14:59:30.217,1636.25,1636.75,1635.5,1636.0,21772.0,1636.2881797721845,2013-09-03 14:59:30.217
100,2013-09-03 14:59:59.568,1636.0,1638.0,1636.0,1637.5,21740.0,1637.1854300827968,2013-09-03 14:59:59.568
101,2013-09-03 15:00:31.936,1637.5,1638.0,1637.0,1637.75,21796.0,1637.508281336025,2013-09-03 15:00:31.936
102,2013-09-03 15:02:44.845,1637.75,1638.75,1637.0,1638.25,21753.0,1637.905875051717,2013-09-03 15:02:44.845
103,2013-09-03 15:09:09.879,1638.25,1639.0,1637.5,1639.0,21766.0,1638.0425089589269,2013-09-03 15:09:09.879
104,2013-09-03 15:14:52.163,1639.0,1639.75,1637.5,1639.75,21715.0,1638.4566083352522,2013-09-03 15:14:52.163
105,2013-09-03 18:56:28.777,1639.75,1640.0,1636.0,1637.75,21793.0,1638.1387945670629,2013-09-03 18:56:28.777
106,2013-09-04 00:38:46.548,1637.5,1642.25,1636.75,1642.0,21740.0,1639.3886269549218,2013-09-04 00:38:46.548
107,2013-09-04 02:20:53.590,1642.0,1642.25,1636.75,1637.0,21732.0,1639.711991533223,2013-09-04 02:20:53.590
108,2013-09-04 03:32:19.266,1637.0,1639.25,1636.5,1637.75,21764.0,1637.7059249218894,2013-09-04 03:32:19.266
109,2013-09-04 04:48:05.894,1637.5,1639.25,1636.0,1637.75,21762.0,1637.6105252274608,2013-09-04 04:48:05.894
110,2013-09-04 06:04:50.238,1637.75,1639.25,1636.25,1639.0,21761.0,1637.7556178484444,2013-09-04 06:04:50.238
111,2013-09-04 07:22:37.312,1639.25,1640.0,1637.0,1637.75,21749.0,1638.3253827762196,2013-09-04 07:22:37.312
112,2013-09-04 07:48:41.908,1637.75,1638.0,1635.0,1635.75,21763.0,1636.4634471350457,2013-09-04 07:48:41.908
113,2013-09-04 08:21:07.267,1635.75,1638.5,1635.5,1637.5,21783.0,1637.262624523711,2013-09-04 08:21:07.267
114,2013-09-04 08:31:10.680,1637.5,1638.75,1637.25,1638.75,21762.0,1637.9178843856264,2013-09-04 08:31:10.680
115,2013-09-04 08:34:20.959,1638.5,1639.5,1638.0,1638.25,21742.0,1638.9125425443842,2013-09-04 08:34:20.959
116,2013-09-04 08:36:39.098,1638.25,1638.5,1635.25,1636.0,21732.0,1636.6437741579239,2013-09-04 08:36:39.098
117,2013-09-04 08:40:04.562,1636.0,1637.25,1635.75,1637.0,21818.0,1636.5671578513154,2013-09-04 08:40:04.562
118,2013-09-04 08:42:36.852,1637.0,1640.0,1637.0,1639.25,21754.0,1638.6961018663235,2013-09-04 08:42:36.852
119,2013-09-04 08:45:29.395,1639.25,1641.25,1638.75,1640.75,21720.0,1639.98961786372,2013-09-04 08:45:29.395
120,2013-09-04 08:48:49.149,1640.75,1641.75,1640.5,1640.75,21723.0,1641.195127284445,2013-09-04 08:48:49.149
121,2013-09-04 08:51:46.950,1640.75,1643.0,1640.75,1642.5,21675.0,1642.1110611303345,2013-09-04 08:51:46.950
122,2013-09-04 08:55:29.144,1642.5,1643.75,1642.25,1643.0,21701.0,1643.0630040090318,2013-09-04 08:55:29.144
123,2013-09-04 09:01:00.566,1643.0,1644.25,1642.25,1644.0,21707.0,1643.1478209794075,2013-09-04 09:01:00.566
124,2013-09-04 09:06:25.492,1644.0,1644.75,1643.75,1644.25,21674.0,1644.1400987358124,2013-09-04 09:06:25.492
125,2013-09-04 09:08:41.991,1644.5,1645.5,1644.25,1645.25,21619.0,1644.8909061473703,2013-09-04 09:08:41.991
126,2013-09-04 09:11:55.592,1645.25,1646.25,1644.5,1646.0,21690.0,1645.3718994928538,2013-09-04 09:11:55.592
127,2013-09-04 09:15:50.102,1646.0,1646.75,1645.5,1646.5,21668.0,1645.9981308842532,2013-09-04 09:15:50.102
128,2013-09-04 09:20:44.288,1646.5,1646.75,1645.5,1646.25,21658.0,1646.0490234555361,2013-09-04 09:20:44.288
129,2013-09-04 09:28:06.904,1646.25,1647.0,1645.5,1646.5,21501.0,1646.2392795683922,2013-09-04 09:28:06.904
130,2013-09-04 09:34:19.260,1646.5,1647.25,1645.75,1646.25,21794.0,1646.3948793245847,2013-09-04 09:34:19.260
131,2013-09-04 09:40:08.492,1646.25,1647.75,1645.75,1647.25,21595.0,1646.7028131511925,2013-09-04 09:40:08.492
132,2013-09-04 09:46:05.170,1647.25,1647.5,1646.25,1646.75,21688.0,1646.775025359646,2013-09-04 09:46:05.170
133,2013-09-04 09:52:23.983,1646.75,1648.0,1646.5,1647.75,21602.0,1647.0310387927043,2013-09-04 09:52:23.983
134,2013-09-04 09:58:41.095,1647.75,1648.0,1646.75,1647.5,21671.0,1647.2980942273084,2013-09-04 09:58:41.095
135,2013-09-04 10:03:11.107,1647.5,1648.25,1647.0,1648.25,21599.0,1647.5630584749294,2013-09-04 10:03:11.107
136,2013-09-04 10:04:55.072,1648.25,1649.25,1648.25,1649.0,21648.0,1648.8538779563933,2013-09-04 10:04:55.072
137,2013-09-04 10:10:12.521,1649.0,1649.75,1648.75,1649.75,21570.0,1649.2565484469171,2013-09-04 10:10:12.521
138,2013-09-04 10:16:58.054,1649.75,1649.75,1648.5,1648.75,21571.0,1649.0981178434008,2013-09-04 10:16:58.054
139,2013-09-04 10:23:37.972,1648.75,1649.0,1648.0,1648.75,21673.0,1648.5963179993541,2013-09-04 10:23:37.972
140,2013-09-04 10:32:39.956,1648.75,1649.75,1648.25,1649.25,21537.0,1649.0014393833867,2013-09-04 10:32:39.956
141,2013-09-04 10:39:26.068,1649.25,1650.0,1648.75,1649.5,21683.0,1649.3292556380575,2013-09-04 10:39:26.068
142,2013-09-04 10:41:10.553,1649.5,1651.0,1649.25,1651.0,21616.0,1650.3988133789785,2013-09-04 10:41:10.553
143,2013-09-04 10:45:31.487,1651.0,1651.75,1650.5,1651.5,21564.0,1651.1362571879058,2013-09-04 10:45:31.487
144,2013-09-04 10:51:03.298,1651.5,1652.0,1651.0,1652.0,21584.0,1651.376841641957,2013-09-04 10:51:03.298
145,2013-09-04 10:54:18.500,1652.0,1652.75,1652.0,1652.5,21589.0,1652.3554124785771,2013-09-04 10:54:18.500
146,2013-09-04 10:57:33.074,1652.25,1653.5,1652.25,1652.75,21559.0,1652.875458045364,2013-09-04 10:57:33.074
147,2013-09-04 11:06:00.583,1652.75,1653.25,1652.5,1652.5,21552.0,1652.8663233110617,2013-09-04 11:06:00.583
148,2013-09-04 11:12:16.813,1652.5,1653.5,1652.25,1653.25,21549.0,1653.0247807322846,2013-09-04 11:12:16.813
149,2013-09-04 11:18:57.306,1653.0,1653.75,1652.0,1652.25,21585.0,1652.7321403752605,2013-09-04 11:18:57.306
150,2013-09-04 11:32:59.324,1652.25,1653.0,1652.0,1652.75,21568.0,1652.3896397440653,2013-09-04 11:32:59.324
151,2013-09-04 11:46:49.588,1652.75,1653.5,1652.25,1652.25,21564.0,1652.7251785383046,2013-09-04 11:46:49.588
152,2013-09-04 11:56:33.383,1652.25,1653.0,1652.0,1652.25,21568.0,1652.448616005193,2013-09-04 11:56:33.383
153,2013-09-04 12:12:25.971,1652.25,1653.0,1652.0,1652.5,21561.0,1652.469041324614,2013-09-04 12:12:25.971
154,2013-09-04 12:19:30.767,1652.5,1654.25,1652.25,1654.0,21559.0,1653.376756806902,2013-09-04 12:19:30.767
155,2013-09-04 12:28:19.732,1654.0,1654.75,1653.75,1653.75,21534.0,1654.1667943716914,2013-09-04 12:28:19.732
156,2013-09-04 12:36:15.837,1653.75,1654.25,1653.25,1654.0,21556.0,1653.6822346446465,2013-09-04 12:36:15.837
157,2013-09-04 12:49:27.589,1654.0,1654.25,1652.5,1652.75,21563.0,1653.4360362658258,2013-09-04 12:49:27.589
158,2013-09-04 12:59:20.744,1652.75,1653.0,1651.25,1651.75,21562.0,1652.0358732956126,2013-09-04 12:59:20.744
159,2013-09-04 13:08:33.584,1651.75,1653.25,1651.5,1651.75,21577.0,1652.2926495805718,2013-09-04 13:08:33.584
160,2013-09-04 13:19:47.668,1651.75,1652.25,1651.0,1652.0,21582.0,1651.5417245853025,2013-09-04 13:19:47.668
161,2013-09-04 13:31:36.036,1652.0,1652.25,1650.75,1651.5,21562.0,1651.8111956219275,2013-09-04 13:31:36.036
162,2013-09-04 13:43:57.092,1651.5,1652.5,1651.25,1652.25,21583.0,1651.683211323727,2013-09-04 13:43:57.092
163,2013-09-04 13:59:53.249,1652.25,1653.5,1651.5,1653.0,21575.0,1652.480312862109,2013-09-04 13:59:53.249
164,2013-09-04 14:16:42.959,1653.0,1653.5,1652.0,1653.25,21562.0,1652.884020499026,2013-09-04 14:16:42.959
165,2013-09-04 14:24:22.102,1653.25,1654.25,1651.5,1651.5,21550.0,1653.39126450116,2013-09-04 14:24:22.102
166,2013-09-04 14:25:08.480,1651.5,1651.75,1650.0,1650.75,21589.0,1650.865973412386,2013-09-04 14:25:08.480
167,2013-09-04 14:28:06.281,1650.75,1652.75,1650.5,1651.5,21582.0,1651.6222894078398,2013-09-04 14:28:06.281
168,2013-09-04 14:32:19.078,1651.5,1652.5,1650.25,1650.25,21573.0,1651.4386849302368,2013-09-04 14:32:19.078
169,2013-09-04 14:37:37.463,1650.25,1651.25,1649.5,1650.25,21593.0,1650.40792154865,2013-09-04 14:37:37.463
170,2013-09-04 14:44:13.910,1650.25,1651.0,1649.5,1651.0,21603.0,1650.2460537888255,2013-09-04 14:44:13.910
171,2013-09-04 14:49:07.796,1651.0,1652.75,1650.75,1652.0,21573.0,1651.865723357901,2013-09-04 14:49:07.796
172,2013-09-04 14:55:00.620,1652.25,1652.25,1650.75,1651.25,21551.0,1651.538803303791,2013-09-04 14:55:00.620
173,2013-09-04 14:57:46.964,1651.25,1651.25,1649.5,1650.75,21621.0,1650.290608667499,2013-09-04 14:57:46.964
174,2013-09-04 14:59:55.872,1650.75,1652.0,1650.5,1651.5,21583.0,1651.1821456702035,2013-09-04 14:59:55.872
175,2013-09-04 15:00:00.885,1651.5,1652.25,1651.5,1652.0,21570.0,1651.716110338433,2013-09-04 15:00:00.885
176,2013-09-04 15:00:49.043,1652.0,1652.5,1651.25,1652.0,21547.0,1651.9572446280224,2013-09-04 15:00:49.043
177,2013-09-04 15:05:46.760,1652.0,1653.0,1652.0,1652.75,21607.0,1652.5036562225205,2013-09-04 15:05:46.760
178,2013-09-04 15:14:25.855,1652.75,1654.0,1652.75,1652.75,21540.0,1653.3390088207984,2013-09-04 15:14:25.855
179,2013-09-04 18:50:30.059,1652.75,1655.25,1652.75,1654.75,21550.0,1654.11343387471,2013-09-04 18:50:30.059
180,2013-09-05 01:14:32.419,1654.75,1655.75,1653.0,1654.0,21557.0,1654.1213179013778,2013-09-05 01:14:32.419
