Date_Time,open,close,low,high,volume
2013-09-01 23:05:00,1643.75,1643.5,1643.25,1644.0,453
2013-09-01 23:10:00,1643.25,1642.75,1642.75,1643.5,239
2013-09-01 23:15:00,1642.75,1642.75,1642.75,1643.0,67
2013-09-01 23:20:00,1642.75,1643.0,1642.75,1643.0,55
2013-09-01 23:25:00,1643.0,1643.0,1642.75,1643.0,64
2013-09-01 23:30:00,1642.75,1642.75,1642.75,1643.0,130
2013-09-01 23:35:00,1643.0,1643.0,1642.75,1643.0,22
2013-09-01 23:40:00,1643.0,1643.0,1642.75,1643.0,74
2013-09-01 23:45:00,1643.0,1642.75,1642.75,1643.0,110
2013-09-01 23:50:00,1643.0,1642.75,1642.75,1643.0,11
2013-09-01 23:55:00,1642.75,1643.0,1642.75,1643.0,67
2013-09-02 00:00:00,1643.0,1643.25,1643.0,1643.5,216
2013-09-02 00:05:00,1643.0,1642.5,1642.5,1643.0,632
2013-09-02 00:10:00,1642.75,1642.5,1642.25,1642.75,121
2013-09-02 00:15:00,1642.5,1642.5,1642.25,1642.5,49
2013-09-02 00:20:00,1642.25,1642.5,1642.25,1643.0,201
2013-09-02 00:25:00,1642.75,1642.75,1642.75,1643.0,163
2013-09-02 00:30:00,1643.0,1642.75,1642.5,1643.25,329
2013-09-02 00:35:00,1642.75,1642.75,1642.5,1642.75,202
2013-09-02 00:40:00,1642.5,1642.25,1642.25,1642.75,490
2013-09-02 00:45:00,1642.25,1642.25,1642.0,1642.5,180
2013-09-02 00:50:00,1642.25,1642.25,1642.25,1642.5,267
2013-09-02 00:55:00,1642.5,1642.5,1642.25,1642.75,219
2013-09-02 01:00:00,1642.5,1643.5,1642.25,1643.5,1968
2013-09-02 01:05:00,1643.25,1643.25,1643.0,1643.75,551
2013-09-02 01:10:00,1643.5,1643.5,1643.25,1644.0,787
2013-09-02 01:15:00,1643.5,1643.25,1643.25,1643.75,557
2013-09-02 01:20:00,1643.25,1643.25,1643.0,1643.5,575
2013-09-02 01:25:00,1643.25,1643.5,1643.0,1643.75,422
2013-09-02 01:30:00,1643.75,1643.75,1643.75,1644.5,1771
2013-09-02 01:35:00,1643.75,1643.5,1643.5,1644.25,580
2013-09-02 01:40:00,1643.25,1643.5,1643.0,1643.75,443
2013-09-02 01:45:00,1643.5,1642.75,1642.75,1643.5,305
2013-09-02 01:50:00,1642.75,1642.75,1642.75,1643.0,238
2013-09-02 01:55:00,1642.5,1642.5,1642.25,1642.75,285
2013-09-02 02:00:00,1642.25,1644.0,1642.25,1644.5,3088
2013-09-02 02:05:00,1643.75,1643.25,1642.75,1644.5,3249
2013-09-02 02:10:00,1643.5,1643.75,1643.0,1644.0,2334
2013-09-02 02:15:00,1643.75,1644.5,1643.5,1644.5,1775
2013-09-02 02:20:00,1644.5,1644.25,1644.0,1644.5,1775
2013-09-02 02:25:00,1644.5,1644.0,1643.75,1645.0,2628
2013-09-02 02:30:00,1644.0,1644.75,1643.75,1644.75,1432
2013-09-02 02:35:00,1644.75,1645.0,1644.5,1646.0,4303
2013-09-02 02:40:00,1645.0,1644.75,1644.5,1645.5,1609
2013-09-02 02:45:00,1645.0,1644.75,1644.5,1645.25,753
2013-09-02 02:50:00,1644.75,1644.5,1644.25,1645.0,891
2013-09-02 02:55:00,1644.25,1644.25,1643.75,1644.75,1471
2013-09-02 03:00:00,1644.5,1645.0,1644.25,1645.25,1029
2013-09-02 03:05:00,1645.0,1645.5,1644.75,1645.75,898
2013-09-02 03:10:00,1645.5,1644.5,1644.25,1645.75,1140
2013-09-02 03:15:00,1644.5,1644.5,1644.25,1645.0,1178
2013-09-02 03:20:00,1644.25,1645.25,1644.25,1646.0,2003
2013-09-02 03:25:00,1645.25,1646.0,1645.25,1646.0,685
2013-09-02 03:30:00,1645.75,1646.5,1645.25,1646.75,2197
2013-09-02 03:35:00,1646.5,1646.5,1646.5,1647.0,1332
2013-09-02 03:40:00,1646.75,1646.5,1646.5,1647.0,979
2013-09-02 03:45:00,1646.75,1646.25,1646.0,1646.75,932
2013-09-02 03:50:00,1646.25,1647.25,1646.25,1647.25,2256
2013-09-02 03:55:00,1647.0,1646.5,1646.5,1647.25,1298
2013-09-02 04:00:00,1646.5,1646.25,1646.25,1646.75,825
2013-09-02 04:05:00,1646.25,1646.25,1646.0,1646.5,792
2013-09-02 04:10:00,1646.25,1646.0,1645.75,1646.5,751
2013-09-02 04:15:00,1646.0,1646.25,1645.75,1646.5,1148
2013-09-02 04:20:00,1646.0,1645.75,1645.5,1646.25,1235
2013-09-02 04:25:00,1645.75,1645.5,1645.5,1646.0,939
2013-09-02 04:30:00,1645.5,1645.75,1645.25,1645.75,907
2013-09-02 04:35:00,1645.75,1645.75,1645.25,1645.75,512
2013-09-02 04:40:00,1645.75,1646.0,1645.5,1646.0,492
2013-09-02 04:45:00,1646.0,1645.75,1645.25,1646.0,919
2013-09-02 04:50:00,1645.75,1645.25,1645.25,1645.75,999
2013-09-02 04:55:00,1645.25,1645.75,1645.25,1646.0,862
2013-09-02 05:00:00,1645.75,1645.75,1645.75,1646.25,1015
2013-09-02 05:05:00,1646.0,1646.0,1646.0,1646.25,335
2013-09-02 05:10:00,1646.0,1645.75,1645.75,1646.0,230
2013-09-02 05:15:00,1645.75,1646.0,1645.75,1646.0,369
2013-09-02 05:20:00,1646.0,1646.5,1646.0,1646.75,900
2013-09-02 05:25:00,1646.5,1646.75,1646.5,1647.0,771
2013-09-02 05:30:00,1646.75,1646.75,1646.5,1647.0,361
2013-09-02 05:35:00,1646.5,1647.0,1646.5,1647.0,1595
2013-09-02 05:40:00,1647.0,1646.5,1646.5,1647.0,856
2013-09-02 05:45:00,1646.75,1646.5,1646.0,1646.75,976
2013-09-02 05:50:00,1646.75,1646.5,1646.5,1646.75,459
2013-09-02 05:55:00,1646.75,1646.5,1646.5,1646.75,128
2013-09-02 06:00:00,1646.75,1646.5,1646.25,1646.75,517
2013-09-02 06:05:00,1646.5,1647.25,1646.5,1647.25,611
2013-09-02 06:10:00,1647.25,1647.0,1646.75,1647.25,1197
2013-09-02 06:15:00,1647.0,1647.0,1646.75,1647.0,541
2013-09-02 06:20:00,1647.25,1647.0,1646.75,1647.5,2198
2013-09-02 06:25:00,1647.0,1647.0,1646.75,1647.25,801
2013-09-02 06:30:00,1646.75,1647.25,1646.5,1647.5,1179
2013-09-02 06:35:00,1647.25,1647.5,1647.0,1647.5,1761
2013-09-02 06:40:00,1647.25,1648.0,1647.25,1648.5,4143
2013-09-02 06:45:00,1647.75,1646.5,1646.0,1648.0,2835
2013-09-02 06:50:00,1646.5,1647.0,1646.5,1647.25,1199
2013-09-02 06:55:00,1647.0,1647.5,1646.75,1647.75,1507
2013-09-02 07:00:00,1647.5,1647.5,1647.25,1648.0,1014
2013-09-02 07:05:00,1647.75,1647.75,1647.5,1648.0,960
2013-09-02 07:10:00,1647.75,1647.25,1647.25,1647.75,1001
2013-09-02 07:15:00,1647.25,1647.75,1647.25,1648.0,427
2013-09-02 07:20:00,1647.75,1647.75,1647.5,1648.0,1641
2013-09-02 07:25:00,1647.5,1647.25,1647.25,1647.5,596
2013-09-02 07:30:00,1647.25,1647.5,1647.0,1647.75,2507
2013-09-02 07:35:00,1647.75,1647.5,1647.5,1648.25,974
2013-09-02 07:40:00,1647.75,1647.75,1647.5,1647.75,381
2013-09-02 07:45:00,1647.5,1648.0,1647.5,1648.0,525
2013-09-02 07:50:00,1647.75,1647.5,1647.25,1647.75,623
2013-09-02 07:55:00,1647.25,1647.0,1646.75,1647.5,1363
2013-09-02 08:00:00,1647.0,1647.0,1646.75,1647.25,438
2013-09-02 08:05:00,1647.25,1646.75,1646.5,1647.25,753
2013-09-02 08:10:00,1646.75,1646.5,1646.5,1647.0,639
2013-09-02 08:15:00,1646.75,1646.75,1646.5,1647.0,934
2013-09-02 08:20:00,1646.75,1647.0,1646.25,1647.0,1135
2013-09-02 08:25:00,1647.25,1647.0,1647.0,1647.25,653
2013-09-02 08:30:00,1647.0,1646.5,1646.25,1647.25,1986
2013-09-02 08:35:00,1646.25,1645.5,1645.25,1646.25,2999
2013-09-02 08:40:00,1645.5,1646.0,1645.5,1646.0,548
2013-09-02 08:45:00,1645.75,1645.5,1645.25,1645.75,1323
2013-09-02 08:50:00,1645.5,1645.5,1645.5,1645.75,769
2013-09-02 08:55:00,1645.5,1646.0,1645.5,1646.0,1402
2013-09-02 09:00:00,1646.0,1645.75,1645.75,1646.0,284
2013-09-02 09:05:00,1645.75,1646.0,1645.5,1646.25,853
2013-09-02 09:10:00,1646.0,1646.0,1646.0,1646.25,244
2013-09-02 09:15:00,1646.0,1646.5,1645.75,1646.5,1277
2013-09-02 09:20:00,1646.25,1646.25,1646.0,1646.5,239
2013-09-02 09:25:00,1646.25,1646.75,1646.0,1646.75,999
2013-09-02 09:30:00,1646.75,1646.75,1646.25,1647.0,1291
2013-09-02 09:35:00,1647.0,1647.0,1646.75,1647.5,2168
2013-09-02 09:40:00,1647.0,1647.25,1646.75,1647.25,431
2013-09-02 09:45:00,1647.25,1647.75,1647.0,1647.75,1754
2013-09-02 09:50:00,1647.75,1647.75,1647.25,1647.75,1499
2013-09-02 09:55:00,1647.5,1648.0,1647.5,1648.0,1768
2013-09-02 10:00:00,1648.0,1648.0,1647.75,1648.25,1335
2013-09-02 10:05:00,1647.75,1647.5,1647.5,1648.25,1967
2013-09-02 10:10:00,1647.5,1647.75,1647.5,1648.0,2078
2013-09-02 10:15:00,1647.75,1647.0,1646.75,1648.0,1552
2013-09-02 10:20:00,1647.0,1646.75,1646.5,1647.25,1512
2013-09-02 10:25:00,1646.75,1647.5,1646.75,1647.75,1898
2013-09-02 10:30:00,1647.5,1647.5,1647.25,1648.0,1010
2013-09-02 17:00:00,1647.5,1648.25,1646.75,1648.5,2196
2013-09-02 17:05:00,1648.5,1647.25,1647.25,1648.5,596
2013-09-02 17:10:00,1647.25,1647.75,1647.25,1647.75,330
2013-09-02 17:15:00,1647.5,1647.5,1647.5,1647.75,335
2013-09-02 17:20:00,1647.25,1647.0,1646.75,1647.25,242
2013-09-02 17:25:00,1647.0,1646.75,1646.5,1647.0,329
2013-09-02 17:30:00,1646.5,1646.5,1646.5,1647.0,136
2013-09-02 17:35:00,1646.75,1645.75,1645.75,1646.75,317
2013-09-02 17:40:00,1646.0,1645.75,1645.75,1646.0,398
2013-09-02 17:45:00,1645.75,1645.75,1645.5,1646.0,521
2013-09-02 17:50:00,1645.75,1645.75,1645.25,1645.75,228
2013-09-02 17:55:00,1645.75,1645.5,1645.5,1645.75,121
2013-09-02 18:00:00,1645.5,1645.75,1645.5,1646.0,159
2013-09-02 18:05:00,1645.5,1645.75,1645.25,1645.75,247
2013-09-02 18:10:00,1645.75,1645.75,1645.75,1646.0,54
2013-09-02 18:15:00,1646.0,1646.25,1645.75,1646.25,146
2013-09-02 18:20:00,1646.25,1645.5,1645.5,1646.25,136
2013-09-02 18:25:00,1645.5,1646.0,1645.5,1646.0,46
2013-09-02 18:30:00,1646.0,1646.0,1645.75,1646.0,65
2013-09-02 18:35:00,1646.0,1646.0,1645.75,1646.25,91
2013-09-02 18:40:00,1646.25,1646.5,1646.25,1646.5,94
2013-09-02 18:45:00,1646.5,1645.5,1645.25,1646.5,342
2013-09-02 18:50:00,1645.5,1645.75,1645.25,1645.75,149
2013-09-02 18:55:00,1645.75,1645.5,1645.25,1645.75,303
2013-09-02 19:00:00,1645.25,1646.0,1645.25,1646.0,286
2013-09-02 19:05:00,1646.0,1646.0,1645.5,1646.25,585
2013-09-02 19:10:00,1646.25,1646.25,1645.75,1646.25,282
2013-09-02 19:15:00,1646.25,1646.75,1646.25,1647.0,824
2013-09-02 19:20:00,1646.75,1647.0,1646.75,1647.0,274
2013-09-02 19:25:00,1646.75,1647.0,1646.5,1647.25,667
2013-09-02 19:30:00,1646.75,1646.75,1646.75,1647.25,415
2013-09-02 19:35:00,1646.75,1646.5,1646.5,1647.25,817
2013-09-02 19:40:00,1646.5,1646.25,1646.25,1646.75,551
2013-09-02 19:45:00,1646.5,1646.25,1646.25,1646.75,546
2013-09-02 19:50:00,1646.25,1646.5,1646.25,1646.5,207
2013-09-02 19:55:00,1646.5,1647.0,1646.5,1647.0,468
2013-09-02 20:00:00,1647.0,1646.75,1646.75,1647.25,698
2013-09-02 20:05:00,1647.0,1647.0,1646.5,1647.0,171
2013-09-02 20:10:00,1646.75,1647.0,1646.75,1647.0,397
2013-09-02 20:15:00,1646.75,1646.75,1646.5,1647.25,254
2013-09-02 20:20:00,1647.0,1646.75,1646.75,1647.0,58
2013-09-02 20:25:00,1646.75,1646.5,1646.5,1647.0,122
2013-09-02 20:30:00,1646.5,1646.75,1646.0,1646.75,250
2013-09-02 20:35:00,1646.5,1646.5,1646.25,1646.5,180
2013-09-02 20:40:00,1646.75,1646.5,1646.25,1646.75,253
2013-09-02 20:45:00,1646.75,1646.5,1646.5,1646.75,255
2013-09-02 20:50:00,1646.5,1646.5,1646.25,1646.75,109
2013-09-02 20:55:00,1646.75,1646.75,1646.5,1647.0,166
2013-09-02 21:00:00,1646.75,1646.75,1646.75,1647.0,307
2013-09-02 21:05:00,1647.0,1647.25,1646.75,1647.5,373
2013-09-02 21:10:00,1647.25,1647.0,1647.0,1647.5,625
2013-09-02 21:15:00,1647.0,1647.0,1646.5,1647.25,591
2013-09-02 21:20:00,1647.0,1646.75,1646.75,1647.0,148
2013-09-02 21:25:00,1646.75,1646.5,1646.5,1646.75,139
2013-09-02 21:30:00,1646.75,1647.0,1646.5,1647.25,669
2013-09-02 21:35:00,1647.0,1647.0,1646.75,1647.0,199
2013-09-02 21:40:00,1646.75,1646.75,1646.5,1647.0,248
2013-09-02 21:45:00,1646.75,1646.75,1646.75,1647.0,143
2013-09-02 21:50:00,1646.75,1646.5,1646.25,1646.75,312
2013-09-02 21:55:00,1646.5,1646.5,1646.25,1646.5,198
2013-09-02 22:00:00,1646.5,1646.5,1646.5,1646.75,15
2013-09-02 22:05:00,1646.5,1646.75,1646.5,1647.0,133
2013-09-02 22:10:00,1646.75,1646.75,1646.5,1647.0,128
2013-09-02 22:15:00,1646.5,1647.0,1646.5,1647.0,92
2013-09-02 22:20:00,1646.75,1647.0,1646.75,1647.0,72
2013-09-02 22:25:00,1647.0,1647.25,1647.0,1647.25,126
2013-09-02 22:30:00,1647.0,1647.5,1647.0,1647.75,603
2013-09-02 22:35:00,1647.5,1648.0,1647.5,1648.25,702
2013-09-02 22:40:00,1648.0,1648.25,1648.0,1648.25,116
2013-09-02 22:45:00,1648.25,1648.25,1648.0,1648.25,1110
2013-09-02 22:50:00,1648.25,1648.0,1648.0,1648.25,429
2013-09-02 22:55:00,1648.0,1647.5,1647.25,1648.25,1685
2013-09-02 23:00:00,1647.75,1647.75,1647.75,1648.0,411
2013-09-02 23:05:00,1647.75,1648.0,1647.75,1648.0,478
2013-09-02 23:10:00,1648.0,1647.75,1647.5,1648.0,459
2013-09-02 23:15:00,1647.75,1647.75,1647.5,1648.0,287
2013-09-02 23:20:00,1647.75,1647.75,1647.75,1648.0,617
2013-09-02 23:25:00,1647.5,1647.75,1647.5,1647.75,263
2013-09-02 23:30:00,1648.0,1647.75,1647.5,1648.0,375
2013-09-02 23:35:00,1647.75,1647.25,1647.0,1648.0,845
2013-09-02 23:40:00,1647.25,1647.5,1646.75,1647.75,665
2013-09-02 23:45:00,1647.5,1647.0,1646.5,1647.75,996
2013-09-02 23:50:00,1647.0,1647.25,1646.5,1647.25,421
2013-09-02 23:55:00,1647.0,1647.0,1646.25,1647.0,577
2013-09-03 00:00:00,1646.75,1647.25,1646.75,1647.25,217
2013-09-03 00:05:00,1647.25,1647.25,1647.25,1647.25,44
2013-09-03 00:10:00,1647.25,1647.75,1647.25,1648.0,359
2013-09-03 00:15:00,1648.0,1647.75,1647.5,1648.0,158
2013-09-03 00:20:00,1648.0,1648.0,1647.75,1648.0,187
2013-09-03 00:25:00,1647.75,1648.0,1647.75,1648.0,57
2013-09-03 00:30:00,1648.0,1648.25,1647.75,1648.25,418
2013-09-03 00:35:00,1648.25,1648.0,1648.0,1648.5,332
2013-09-03 00:40:00,1648.0,1648.0,1648.0,1648.5,234
2013-09-03 00:45:00,1648.25,1648.25,1648.0,1648.5,96
2013-09-03 00:50:00,1648.5,1648.25,1648.0,1648.5,195
2013-09-03 00:55:00,1648.25,1648.25,1648.0,1648.5,124
2013-09-03 01:00:00,1648.0,1648.25,1648.0,1648.5,1145
2013-09-03 01:05:00,1648.25,1648.5,1648.0,1648.5,1088
2013-09-03 01:10:00,1648.5,1648.5,1648.25,1649.0,1658
2013-09-03 01:15:00,1648.75,1648.5,1648.25,1649.0,778
2013-09-03 01:20:00,1648.25,1648.5,1648.0,1648.5,1339
2013-09-03 01:25:00,1648.5,1648.5,1648.25,1649.0,463
2013-09-03 01:30:00,1648.75,1648.75,1648.25,1648.75,279
2013-09-03 01:35:00,1648.75,1648.5,1648.25,1648.75,348
2013-09-03 01:40:00,1648.5,1648.5,1648.25,1648.75,137
2013-09-03 01:45:00,1648.5,1648.75,1648.25,1648.75,356
2013-09-03 01:50:00,1648.75,1648.75,1648.5,1648.75,430
2013-09-03 01:55:00,1648.75,1648.5,1648.25,1648.75,214
2013-09-03 02:00:00,1648.25,1647.75,1647.25,1648.5,2387
2013-09-03 02:05:00,1648.0,1647.25,1646.75,1648.25,2565
2013-09-03 02:10:00,1647.25,1647.25,1646.25,1647.75,3776
2013-09-03 02:15:00,1647.25,1646.75,1646.75,1647.5,2588
2013-09-03 02:20:00,1646.75,1646.75,1646.75,1647.25,2522
2013-09-03 02:25:00,1647.0,1647.5,1646.5,1647.5,1987
2013-09-03 02:30:00,1647.5,1647.5,1647.25,1648.5,3311
2013-09-03 02:35:00,1647.5,1647.75,1647.0,1648.25,2081
2013-09-03 02:40:00,1647.75,1647.75,1647.5,1648.25,1101
2013-09-03 02:45:00,1647.75,1647.75,1647.0,1647.75,2017
2013-09-03 02:50:00,1647.5,1648.25,1647.5,1648.25,697
2013-09-03 02:55:00,1648.25,1648.0,1648.0,1648.5,1677
2013-09-03 03:00:00,1648.0,1648.25,1647.5,1648.5,1561
2013-09-03 03:05:00,1648.25,1648.25,1648.0,1648.5,981
2013-09-03 03:10:00,1648.25,1647.75,1647.5,1648.5,1119
2013-09-03 03:15:00,1647.5,1648.0,1647.5,1648.25,801
2013-09-03 03:20:00,1648.25,1648.25,1647.75,1648.5,782
2013-09-03 03:25:00,1648.5,1648.0,1647.75,1648.5,592
2013-09-03 03:30:00,1648.0,1646.75,1646.5,1648.0,3559
2013-09-03 03:35:00,1646.5,1647.0,1646.5,1647.25,1751
2013-09-03 03:40:00,1647.0,1647.5,1646.75,1647.75,1560
2013-09-03 03:45:00,1647.25,1647.25,1646.75,1647.5,1265
2013-09-03 03:50:00,1647.25,1644.5,1644.25,1647.5,7419
2013-09-03 03:55:00,1644.5,1643.25,1642.5,1644.5,21444
2013-09-03 04:00:00,1643.25,1645.0,1642.25,1645.25,14747
2013-09-03 04:05:00,1645.0,1645.0,1644.5,1646.75,8089
2013-09-03 04:10:00,1645.0,1643.5,1642.25,1645.0,6517
2013-09-03 04:15:00,1643.5,1644.0,1642.25,1644.75,5498
2013-09-03 04:20:00,1644.0,1644.5,1643.25,1644.5,3241
2013-09-03 04:25:00,1644.5,1645.25,1643.75,1645.5,3011
2013-09-03 04:30:00,1645.25,1645.25,1644.75,1645.5,1091
2013-09-03 04:35:00,1645.25,1644.5,1644.5,1645.25,1189
2013-09-03 04:40:00,1644.5,1644.25,1643.75,1645.0,1433
2013-09-03 04:45:00,1644.25,1644.25,1643.5,1644.25,1059
2013-09-03 04:50:00,1644.25,1643.0,1643.0,1644.75,1890
2013-09-03 04:55:00,1643.0,1643.75,1642.75,1643.75,1767
2013-09-03 05:00:00,1643.75,1643.25,1643.0,1643.75,873
2013-09-03 05:05:00,1643.25,1643.75,1643.0,1644.0,798
2013-09-03 05:10:00,1643.75,1644.0,1643.75,1644.25,933
2013-09-03 05:15:00,1644.25,1644.5,1644.25,1644.75,1001
2013-09-03 05:20:00,1644.5,1645.5,1644.5,1645.75,1691
2013-09-03 05:25:00,1645.75,1646.25,1645.25,1646.5,1478
2013-09-03 05:30:00,1646.5,1646.5,1646.25,1647.0,3203
2013-09-03 05:35:00,1646.5,1646.5,1646.25,1647.0,1711
2013-09-03 05:40:00,1646.25,1646.25,1646.25,1646.75,1481
2013-09-03 05:45:00,1646.5,1645.75,1645.75,1646.5,1006
2013-09-03 05:50:00,1646.0,1646.0,1645.75,1646.25,850
2013-09-03 05:55:00,1646.0,1646.0,1645.5,1646.25,962
2013-09-03 06:00:00,1646.0,1645.25,1645.25,1646.25,1485
2013-09-03 06:05:00,1645.25,1645.5,1645.0,1645.5,678
2013-09-03 06:10:00,1645.5,1645.25,1645.0,1645.75,635
2013-09-03 06:15:00,1645.0,1645.25,1645.0,1645.75,1426
2013-09-03 06:20:00,1645.25,1645.75,1645.25,1646.0,786
2013-09-03 06:25:00,1646.0,1646.75,1645.75,1647.0,1775
2013-09-03 06:30:00,1646.75,1644.5,1642.5,1646.75,9179
2013-09-03 06:35:00,1644.25,1644.5,1643.5,1645.25,1811
2013-09-03 06:40:00,1644.25,1644.0,1643.25,1644.5,1150
2013-09-03 06:45:00,1644.0,1644.25,1644.0,1645.25,2715
2013-09-03 06:50:00,1644.25,1644.25,1643.5,1644.5,2262
2013-09-03 06:55:00,1644.25,1644.5,1644.0,1645.0,1564
2013-09-03 07:00:00,1644.25,1645.25,1644.25,1645.5,2377
2013-09-03 07:05:00,1645.25,1645.0,1644.5,1645.5,1767
2013-09-03 07:10:00,1645.0,1644.25,1643.5,1645.0,3682
2013-09-03 07:15:00,1644.25,1643.75,1643.75,1645.0,2331
2013-09-03 07:20:00,1644.0,1644.25,1644.0,1644.75,1689
2013-09-03 07:25:00,1644.0,1644.5,1644.0,1645.0,2358
2013-09-03 07:30:00,1644.5,1644.75,1644.25,1645.0,1541
2013-09-03 07:35:00,1644.75,1646.0,1644.5,1646.25,5346
2013-09-03 07:40:00,1646.0,1645.75,1645.5,1646.25,1790
2013-09-03 07:45:00,1645.5,1646.5,1645.5,1646.75,2209
2013-09-03 07:50:00,1646.5,1646.75,1645.75,1646.75,2610
2013-09-03 07:55:00,1646.5,1646.0,1645.5,1646.75,5319
2013-09-03 08:00:00,1646.0,1646.5,1645.5,1646.75,2408
2013-09-03 08:05:00,1646.5,1646.75,1646.25,1647.0,1713
2013-09-03 08:10:00,1646.75,1646.5,1646.25,1647.0,2829
2013-09-03 08:15:00,1646.25,1645.75,1645.5,1646.5,2816
